time,ElementInt_c,W,grain_tracker,num_precipitates,precipitate_area,strain_e11_aux,strain_e12_aux,strain_e22_aux,stress_s11_aux,stress_s12_aux,stress_s22_aux
8490.8264002443,5513192962.6302,220525097065.21,0,1,65536,40556.276225051,-1358.708476375,2339.490442055,-141415121.31059,-2717.4169527501,-141491554.88216
8649.1279313218,5608112472.5451,224321877461.81,0,1,65536,53487.085692663,-1893.1350865826,2421.3664111876,-146291901.95197,-3786.2701731652,-146394033.39053
8728.2786968605,5658881595.4768,226352642379.07,0,1,65536,54501.887691575,-1931.9041240594,2464.278114905,-148952468.94169,-3863.8082481189,-149056544.16084
8807.4294623992,5710386131.2444,228412823809.78,0,1,65536,55451.889113557,-1965.8132680489,2508.3113772602,-151676342.37839,-3931.6265360978,-151782229.53387
8926.1556107073,5787987664.3952,231516885135.81,0,1,65536,57022.038688952,-2015.8531135933,2576.0620070765,-155826619.96311,-4031.7062271867,-155935511.91648
9104.2448331695,5904583865.3519,236180733174.08,0,1,65536,46450.618851164,-1571.0397269369,2676.9502673404,-162206637.52852,-3142.0794538738,-162294184.86568
9237.8117500161,5984809209.8575,239389746954.3,0,1,65536,60811.344478801,-2158.4032948631,2753.0434389061,-166605099.36723,-4316.8065897263,-166721215.96931
9371.3786668627,6069907270.9738,242793669398.95,0,1,65536,62615.229761856,-2224.8210361347,2831.3051024322,-171376516.60234,-4449.6420722693,-171496084.45165
9471.5538544976,6129782637.6349,245188684065.39,0,1,65536,63782.805917577,-2265.2296277206,2886.7343251074,-174774432.1048,-4530.4592554412,-174896224.24799
9571.7290421326,6193508301.3198,247737710612.79,0,1,65536,65233.426961907,-2309.6187853812,2946.6231829401,-178426904.51395,-4619.2375707623,-178551478.1215
9721.991823585,6290901615.8042,251633443192.17,0,1,65536,52700.499481736,-1782.9370796187,3037.3647373126,-184126379.11902,-3565.8741592374,-184225705.38851
9834.6889096744,6358468651.5413,254336124621.65,0,1,65536,68586.600064346,-2436.2244071179,3104.8210123014,-188058569.36036,-4872.4488142358,-188189532.91847
9947.3859957637,6430229098.4473,257206542497.89,0,1,65536,70141.574955125,-2491.7421298628,3174.821486447,-192327313.61509,-4983.4842597256,-192461247.12203
10031.908810331,6480743801.6532,259227130626.13,0,1,65536,71263.794939854,-2532.5506809789,3224.4759925143,-195360912.10982,-5065.1013619578,-195496990.74772
10116.431624898,6534510618.0591,261377803282.36,0,1,65536,72448.86983765,-2574.9005284171,3277.7602847383,-198615949.11142,-5149.8010568341,-198754291.33053
10179.823735823,6572389959.0262,262892976921.05,0,1,65536,73289.758711397,-2604.9617450491,3315.4371773318,-200925307.44745,-5209.9234900982,-201065256.09052
10243.215846748,6612712839.4185,264505892136.74,0,1,65536,74191.076576317,-2637.1158843325,3355.8045115501,-203398304.08779,-5274.2317686649,-203539974.63192
10290.759929942,6641122067.0999,265642261244,0,1,65536,74829.931218333,-2659.8857529876,3384.2461570598,-205149719.17817,-5319.7715059752,-205292610.54829
10338.304013136,6671364136.5771,266851944023.08,0,1,65536,75513.794719546,-2684.1998806752,3414.6523666769,-207022376.17218,-5368.3997613503,-207166574.45689
10409.620137927,6717586384.9043,268700833956.17,0,1,65536,76565.504613563,-2721.5263581389,3461.593776184,-209900999.98331,-5443.0527162778,-210047207.80499
10463.10723152,6749654142.9094,269983544276.38,0,1,65536,77300.968244196,-2747.5404445862,3494.1027454973,-211909785.52429,-5495.0808891724,-212057399.25529
10516.594325113,6783712263.4242,271345869096.97,0,1,65536,78087.039642636,-2775.2695459153,3528.715036064,-214053723.47181,-5550.5390918305,-214202840.12102
10556.709645308,6807687010.658,272304858986.32,0,1,65536,78645.531937491,-2794.8084883966,3552.7819671943,-215569382.91908,-5589.6169767932,-215719568.41902
10596.824965503,6833205243.8916,273325588315.67,0,1,65536,79243.85700018,-2815.6332006632,3578.2650847689,-217188489.68129,-5631.2664013265,-217339820.86512
10656.997945795,6872206102.8075,274885622672.3,0,1,65536,80189.190804755,-2849.5453370649,3617.561461799,-219674680.2016,-5699.0906741298,-219827823.46028
10702.127681015,6899263377.6239,275967913664.95,0,1,65536,80837.43750818,-2871.8470821986,3643.611250167,-221407849.20987,-5743.6941643972,-221562236.86239
10747.257416234,6927999951.4153,277117376616.61,0,1,65536,81530.815215315,-2895.2799340349,3670.2753810785,-223256039.03005,-5790.5598680699,-223411760.10972
10781.104717648,6948228648.723,277926524508.92,0,1,65536,82038.89029773,-2912.0309095967,3685.140228418,-224561601.99117,-5824.0618191934,-224718309.49131
10814.952019063,6969759659.5235,278787764940.94,0,1,65536,82587.414915953,-2930.638173471,3698.2834953066,-225955382.80098,-5861.276346942,-226113161.06382
10865.722971184,7002666635.0572,280104043962.29,0,1,65536,83529.580010563,-2952.8717322855,3717.969177996,-228093602.00438,-5905.743464571,-228253225.22605
10903.801185276,7025496210.6892,281017226987.57,0,1,65536,65777.293568045,-2225.934974739,3785.0783895528,-229638104.64511,-4451.8699494781,-229762089.07547
10941.879399367,7049742694.8096,281987086352.39,0,1,65536,66206.578646309,-2238.8609779948,3810.5327799104,-231225977.15738,-4477.7219559896,-231350769.24911
10998.996720504,7086776596.8711,283468442434.84,0,1,65536,66908.835283273,-2261.3507771807,3848.1667815193,-233661711.48388,-4522.7015543614,-233787832.82089
11041.834711356,7112461563.9062,284495841116.25,0,1,65536,67406.601920307,-2277.4479106568,3874.4201845286,-235358491.07442,-4554.8958213136,-235485555.43789
11084.672702209,7139739423.3684,285586955494.73,0,1,65536,67940.511525215,-2294.5328019126,3901.6683964457,-237167211.32133,-4589.0656038253,-237295289.00759
